month,dim,code,label,maker,count
202508,model,4433,롤스로이스 스펙터,롤스로이스,2
202509,model,4647,EV3,기아,1927
202509,model,4712,EV4,기아,1151
202509,model,4499,EV5,기아,272
202509,model,4641,EV6,기아,1322
202509,model,4128,EV9,기아,147
202509,model,4714,PV5,기아,672
202509,model,4691,레이 EV,기아,1041
202509,model,4404,봉고3 EV,기아,500
202509,model,4624,아이오닉5,현대,2246
202509,model,4558,아이오닉5 N,현대,23
202509,model,4746,아이오닉6,현대,657
202509,model,4088,아이오닉9,현대,1272
202509,model,4653,캐스퍼 일렉트릭,현대,970
202509,model,4399,포터2 일렉트릭,현대,1003
202509,model,4510,코나 일렉트릭,현대,702
202509,model,4770,스타리아 일렉트릭,현대,0
202509,model,4660,Electrified G80,제네시스,156
202509,model,4705,Electrified GV70,제네시스,101
202509,model,4701,GV60,제네시스,81
202509,model,4761,GV60 MAGMA,제네시스,0
202509,model,4667,테슬라 모델Y,테슬라,8361
202509,model,4610,테슬라 모델3,테슬라,708
202509,model,4027,테슬라 모델X,테슬라,0
202509,model,4043,테슬라 모델S,테슬라,0
202509,model,3825,테슬라 사이버트럭,테슬라,0
202509,model,4704,BYD 돌핀,BYD,0
202509,model,4706,BYD 씨라이언7,BYD,825
202509,model,4702,BYD 아토3,BYD,145
202509,model,4703,BYD 씰,BYD,50
202509,model,4446,볼보 EX30,볼보,75
202509,model,4750,볼보 EX30 CC,볼보,36
202509,model,4513,폴스타 4,폴스타,361
202509,model,4062,아우디 Q4 e-tron,아우디,582
202509,model,4690,아우디 Q6 e-tron,아우디,314
202509,model,4142,아우디 A6 e-tron,아우디,45
202509,model,4436,아우디 Q8 e-tron,아우디,0
202509,model,4759,아우디 e-tron GT,아우디,0
202509,model,4528,BMW i5,BMW,64
202509,model,4639,BMW i4,BMW,96
202509,model,4181,BMW i7,BMW,73
202509,model,4708,BMW iX,BMW,121
202509,model,4372,BMW iX1,BMW,53
202509,model,4582,BMW iX2,BMW,5
202509,model,4751,BMW iX3,BMW,0
202509,model,4569,벤츠 EQB,벤츠,82
202509,model,4430,벤츠 EQE SUV,벤츠,14
202509,model,4111,벤츠 EQE,벤츠,1
202509,model,4381,벤츠 EQS SUV,벤츠,20
202509,model,4568,벤츠 EQA,벤츠,78
202509,model,4638,벤츠 EQG(G-Class EV),벤츠,31
202509,model,4571,미니 일렉트릭,미니,151
202509,model,4572,미니 컨트리맨 일렉트릭,미니,34
202509,model,4640,미니 에이스맨,미니,62
202509,model,4613,포르쉐 마칸 일렉트릭,포르쉐,175
202509,model,4619,포르쉐 타이칸,포르쉐,135
202509,model,4005,폭스바겐 ID.4,폭스바겐,1
202509,model,4121,폭스바겐 ID.5,폭스바겐,30
202509,model,3687,테슬라 모델Y,테슬라,0
202509,model,4087,아이오닉6,현대,0
202509,model,4015,GV60,제네시스,0
202509,model,4046,BMW i4,BMW,0
202509,model,3983,BMW iX3,BMW,55
202509,model,4009,BMW iX,BMW,0
202509,model,4039,아우디 e-tron GT,아우디,1
202509,model,3667,아우디 e-tron,아우디,0
202509,model,4468,폴스타 2,폴스타,0
202509,model,4632,르노 세닉 E-Tech,르노,50
202509,model,4731,볼보 EX40,볼보,3
202509,model,4400,현대 카운티 일렉트릭,현대,19
202509,model,4048,벤츠 EQS,벤츠,3
202509,model,4634,벤츠 EQS,벤츠,8
202509,model,4511,벤츠 마이바흐 EQS SUV,벤츠,6
202509,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,2
202509,model,4433,롤스로이스 스펙터,롤스로이스,2
202510,model,4647,EV3,기아,1423
202510,model,4712,EV4,기아,654
202510,model,4499,EV5,기아,1150
202510,model,4641,EV6,기아,747
202510,model,4128,EV9,기아,144
202510,model,4714,PV5,기아,1814
202510,model,4691,레이 EV,기아,791
202510,model,4404,봉고3 EV,기아,195
202510,model,4624,아이오닉5,현대,1098
202510,model,4558,아이오닉5 N,현대,11
202510,model,4746,아이오닉6,현대,367
202510,model,4088,아이오닉9,현대,667
202510,model,4653,캐스퍼 일렉트릭,현대,971
202510,model,4399,포터2 일렉트릭,현대,604
202510,model,4510,코나 일렉트릭,현대,421
202510,model,4770,스타리아 일렉트릭,현대,0
202510,model,4660,Electrified G80,제네시스,51
202510,model,4705,Electrified GV70,제네시스,77
202510,model,4701,GV60,제네시스,88
202510,model,4761,GV60 MAGMA,제네시스,0
202510,model,4667,테슬라 모델Y,테슬라,3712
202510,model,4610,테슬라 모델3,테슬라,636
202510,model,4027,테슬라 모델X,테슬라,0
202510,model,4043,테슬라 모델S,테슬라,1
202510,model,3825,테슬라 사이버트럭,테슬라,1
202510,model,4704,BYD 돌핀,BYD,0
202510,model,4706,BYD 씨라이언7,BYD,513
202510,model,4702,BYD 아토3,BYD,264
202510,model,4703,BYD 씰,BYD,47
202510,model,4446,볼보 EX30,볼보,35
202510,model,4750,볼보 EX30 CC,볼보,46
202510,model,4513,폴스타 4,폴스타,286
202510,model,4062,아우디 Q4 e-tron,아우디,19
202510,model,4690,아우디 Q6 e-tron,아우디,63
202510,model,4142,아우디 A6 e-tron,아우디,27
202510,model,4436,아우디 Q8 e-tron,아우디,3
202510,model,4759,아우디 e-tron GT,아우디,3
202510,model,4528,BMW i5,BMW,233
202510,model,4639,BMW i4,BMW,82
202510,model,4181,BMW i7,BMW,48
202510,model,4708,BMW iX,BMW,68
202510,model,4372,BMW iX1,BMW,49
202510,model,4582,BMW iX2,BMW,3
202510,model,4751,BMW iX3,BMW,0
202510,model,4569,벤츠 EQB,벤츠,51
202510,model,4430,벤츠 EQE SUV,벤츠,25
202510,model,4111,벤츠 EQE,벤츠,0
202510,model,4381,벤츠 EQS SUV,벤츠,29
202510,model,4568,벤츠 EQA,벤츠,66
202510,model,4638,벤츠 EQG(G-Class EV),벤츠,23
202510,model,4571,미니 일렉트릭,미니,138
202510,model,4572,미니 컨트리맨 일렉트릭,미니,19
202510,model,4640,미니 에이스맨,미니,39
202510,model,4613,포르쉐 마칸 일렉트릭,포르쉐,106
202510,model,4619,포르쉐 타이칸,포르쉐,171
202510,model,4005,폭스바겐 ID.4,폭스바겐,0
202510,model,4121,폭스바겐 ID.5,폭스바겐,1
202510,model,3687,테슬라 모델Y,테슬라,0
202510,model,4087,아이오닉6,현대,0
202510,model,4015,GV60,제네시스,0
202510,model,4046,BMW i4,BMW,0
202510,model,3983,BMW iX3,BMW,56
202510,model,4009,BMW iX,BMW,0
202510,model,4039,아우디 e-tron GT,아우디,0
202510,model,3667,아우디 e-tron,아우디,1
202510,model,4468,폴스타 2,폴스타,0
202510,model,4632,르노 세닉 E-Tech,르노,22
202510,model,4731,볼보 EX40,볼보,0
202510,model,4400,현대 카운티 일렉트릭,현대,14
202510,model,4048,벤츠 EQS,벤츠,0
202510,model,4634,벤츠 EQS,벤츠,8
202510,model,4511,벤츠 마이바흐 EQS SUV,벤츠,14
202510,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,0
202510,model,4433,롤스로이스 스펙터,롤스로이스,2
202511,model,4647,EV3,기아,684
202511,model,4712,EV4,기아,338
202511,model,4499,EV5,기아,667
202511,model,4641,EV6,기아,392
202511,model,4128,EV9,기아,186
202511,model,4714,PV5,기아,962
202511,model,4691,레이 EV,기아,298
202511,model,4404,봉고3 EV,기아,88
202511,model,4624,아이오닉5,현대,662
202511,model,4558,아이오닉5 N,현대,28
202511,model,4746,아이오닉6,현대,244
202511,model,4088,아이오닉9,현대,484
202511,model,4653,캐스퍼 일렉트릭,현대,909
202511,model,4399,포터2 일렉트릭,현대,329
202511,model,4510,코나 일렉트릭,현대,258
202511,model,4770,스타리아 일렉트릭,현대,0
202511,model,4660,Electrified G80,제네시스,125
202511,model,4705,Electrified GV70,제네시스,82
202511,model,4701,GV60,제네시스,66
202511,model,4761,GV60 MAGMA,제네시스,0
202511,model,4667,테슬라 모델Y,테슬라,6180
202511,model,4610,테슬라 모델3,테슬라,1412
202511,model,4027,테슬라 모델X,테슬라,6
202511,model,4043,테슬라 모델S,테슬라,2
202511,model,3825,테슬라 사이버트럭,테슬라,32
202511,model,4704,BYD 돌핀,BYD,0
202511,model,4706,BYD 씨라이언7,BYD,680
202511,model,4702,BYD 아토3,BYD,444
202511,model,4703,BYD 씰,BYD,40
202511,model,4446,볼보 EX30,볼보,41
202511,model,4750,볼보 EX30 CC,볼보,37
202511,model,4513,폴스타 4,폴스타,371
202511,model,4062,아우디 Q4 e-tron,아우디,12
202511,model,4690,아우디 Q6 e-tron,아우디,71
202511,model,4142,아우디 A6 e-tron,아우디,37
202511,model,4436,아우디 Q8 e-tron,아우디,7
202511,model,4759,아우디 e-tron GT,아우디,3
202511,model,4528,BMW i5,BMW,298
202511,model,4639,BMW i4,BMW,33
202511,model,4181,BMW i7,BMW,51
202511,model,4708,BMW iX,BMW,69
202511,model,4372,BMW iX1,BMW,41
202511,model,4582,BMW iX2,BMW,1
202511,model,4751,BMW iX3,BMW,0
202511,model,4569,벤츠 EQB,벤츠,117
202511,model,4430,벤츠 EQE SUV,벤츠,3
202511,model,4111,벤츠 EQE,벤츠,0
202511,model,4381,벤츠 EQS SUV,벤츠,1
202511,model,4568,벤츠 EQA,벤츠,88
202511,model,4638,벤츠 EQG(G-Class EV),벤츠,16
202511,model,4571,미니 일렉트릭,미니,198
202511,model,4572,미니 컨트리맨 일렉트릭,미니,9
202511,model,4640,미니 에이스맨,미니,41
202511,model,4613,포르쉐 마칸 일렉트릭,포르쉐,141
202511,model,4619,포르쉐 타이칸,포르쉐,118
202511,model,4005,폭스바겐 ID.4,폭스바겐,0
202511,model,4121,폭스바겐 ID.5,폭스바겐,62
202511,model,3687,테슬라 모델Y,테슬라,0
202511,model,4087,아이오닉6,현대,0
202511,model,4015,GV60,제네시스,0
202511,model,4046,BMW i4,BMW,0
202511,model,3983,BMW iX3,BMW,9
202511,model,4009,BMW iX,BMW,0
202511,model,4039,아우디 e-tron GT,아우디,0
202511,model,3667,아우디 e-tron,아우디,0
202511,model,4468,폴스타 2,폴스타,0
202511,model,4632,르노 세닉 E-Tech,르노,5
202511,model,4731,볼보 EX40,볼보,1
202511,model,4400,현대 카운티 일렉트릭,현대,27
202511,model,4048,벤츠 EQS,벤츠,0
202511,model,4634,벤츠 EQS,벤츠,2
202511,model,4511,벤츠 마이바흐 EQS SUV,벤츠,8
202511,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,5
202511,model,4433,롤스로이스 스펙터,롤스로이스,1
202512,model,4647,EV3,기아,137
202512,model,4712,EV4,기아,81
202512,model,4499,EV5,기아,104
202512,model,4641,EV6,기아,83
202512,model,4128,EV9,기아,64
202512,model,4714,PV5,기아,227
202512,model,4691,레이 EV,기아,143
202512,model,4404,봉고3 EV,기아,41
202512,model,4624,아이오닉5,현대,97
202512,model,4558,아이오닉5 N,현대,5
202512,model,4746,아이오닉6,현대,13
202512,model,4088,아이오닉9,현대,133
202512,model,4653,캐스퍼 일렉트릭,현대,43
202512,model,4399,포터2 일렉트릭,현대,92
202512,model,4510,코나 일렉트릭,현대,18
202512,model,4770,스타리아 일렉트릭,현대,0
202512,model,4660,Electrified G80,제네시스,41
202512,model,4705,Electrified GV70,제네시스,14
202512,model,4701,GV60,제네시스,9
202512,model,4761,GV60 MAGMA,제네시스,0
202512,model,4667,테슬라 모델Y,테슬라,3478
202512,model,4610,테슬라 모델3,테슬라,349
202512,model,4027,테슬라 모델X,테슬라,138
202512,model,4043,테슬라 모델S,테슬라,38
202512,model,3825,테슬라 사이버트럭,테슬라,319
202512,model,4704,BYD 돌핀,BYD,0
202512,model,4706,BYD 씨라이언7,BYD,641
202512,model,4702,BYD 아토3,BYD,459
202512,model,4703,BYD 씰,BYD,52
202512,model,4446,볼보 EX30,볼보,45
202512,model,4750,볼보 EX30 CC,볼보,38
202512,model,4513,폴스타 4,폴스타,73
202512,model,4062,아우디 Q4 e-tron,아우디,13
202512,model,4690,아우디 Q6 e-tron,아우디,18
202512,model,4142,아우디 A6 e-tron,아우디,37
202512,model,4436,아우디 Q8 e-tron,아우디,7
202512,model,4759,아우디 e-tron GT,아우디,0
202512,model,4528,BMW i5,BMW,303
202512,model,4639,BMW i4,BMW,22
202512,model,4181,BMW i7,BMW,67
202512,model,4708,BMW iX,BMW,84
202512,model,4372,BMW iX1,BMW,17
202512,model,4582,BMW iX2,BMW,9
202512,model,4751,BMW iX3,BMW,0
202512,model,4569,벤츠 EQB,벤츠,125
202512,model,4430,벤츠 EQE SUV,벤츠,22
202512,model,4111,벤츠 EQE,벤츠,0
202512,model,4381,벤츠 EQS SUV,벤츠,5
202512,model,4568,벤츠 EQA,벤츠,63
202512,model,4638,벤츠 EQG(G-Class EV),벤츠,12
202512,model,4571,미니 일렉트릭,미니,105
202512,model,4572,미니 컨트리맨 일렉트릭,미니,20
202512,model,4640,미니 에이스맨,미니,54
202512,model,4613,포르쉐 마칸 일렉트릭,포르쉐,197
202512,model,4619,포르쉐 타이칸,포르쉐,313
202512,model,4005,폭스바겐 ID.4,폭스바겐,0
202512,model,4121,폭스바겐 ID.5,폭스바겐,1
202512,model,3687,테슬라 모델Y,테슬라,0
202512,model,4087,아이오닉6,현대,0
202512,model,4015,GV60,제네시스,0
202512,model,4046,BMW i4,BMW,0
202512,model,3983,BMW iX3,BMW,3
202512,model,4009,BMW iX,BMW,0
202512,model,4039,아우디 e-tron GT,아우디,0
202512,model,3667,아우디 e-tron,아우디,0
202512,model,4468,폴스타 2,폴스타,0
202512,model,4632,르노 세닉 E-Tech,르노,517
202512,model,4731,볼보 EX40,볼보,0
202512,model,4400,현대 카운티 일렉트릭,현대,9
202512,model,4048,벤츠 EQS,벤츠,0
202512,model,4634,벤츠 EQS,벤츠,1
202512,model,4511,벤츠 마이바흐 EQS SUV,벤츠,0
202512,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,9
202512,model,4433,롤스로이스 스펙터,롤스로이스,1
202601,model,4647,EV3,기아,737
202601,model,4712,EV4,기아,396
202601,model,4499,EV5,기아,847
202601,model,4641,EV6,기아,214
202601,model,4128,EV9,기아,40
202601,model,4714,PV5,기아,1026
202601,model,4691,레이 EV,기아,134
202601,model,4404,봉고3 EV,기아,233
202601,model,4624,아이오닉5,현대,308
202601,model,4558,아이오닉5 N,현대,6
202601,model,4746,아이오닉6,현대,245
202601,model,4088,아이오닉9,현대,224
202601,model,4653,캐스퍼 일렉트릭,현대,194
202601,model,4399,포터2 일렉트릭,현대,120
202601,model,4510,코나 일렉트릭,현대,95
202601,model,4770,스타리아 일렉트릭,현대,0
202601,model,4660,Electrified G80,제네시스,29
202601,model,4705,Electrified GV70,제네시스,11
202601,model,4701,GV60,제네시스,18
202601,model,4761,GV60 MAGMA,제네시스,0
202601,model,4667,테슬라 모델Y,테슬라,1559
202601,model,4610,테슬라 모델3,테슬라,21
202601,model,4027,테슬라 모델X,테슬라,210
202601,model,4043,테슬라 모델S,테슬라,140
202601,model,3825,테슬라 사이버트럭,테슬라,36
202601,model,4704,BYD 돌핀,BYD,6
202601,model,4706,BYD 씨라이언7,BYD,656
202601,model,4702,BYD 아토3,BYD,634
202601,model,4703,BYD 씰,BYD,51
202601,model,4446,볼보 EX30,볼보,23
202601,model,4750,볼보 EX30 CC,볼보,16
202601,model,4513,폴스타 4,폴스타,27
202601,model,4062,아우디 Q4 e-tron,아우디,41
202601,model,4690,아우디 Q6 e-tron,아우디,7
202601,model,4142,아우디 A6 e-tron,아우디,20
202601,model,4436,아우디 Q8 e-tron,아우디,1
202601,model,4759,아우디 e-tron GT,아우디,3
202601,model,4528,BMW i5,BMW,173
202601,model,4639,BMW i4,BMW,3
202601,model,4181,BMW i7,BMW,51
202601,model,4708,BMW iX,BMW,93
202601,model,4372,BMW iX1,BMW,10
202601,model,4582,BMW iX2,BMW,12
202601,model,4751,BMW iX3,BMW,0
202601,model,4569,벤츠 EQB,벤츠,66
202601,model,4430,벤츠 EQE SUV,벤츠,3
202601,model,4111,벤츠 EQE,벤츠,6
202601,model,4381,벤츠 EQS SUV,벤츠,0
202601,model,4568,벤츠 EQA,벤츠,58
202601,model,4638,벤츠 EQG(G-Class EV),벤츠,11
202601,model,4571,미니 일렉트릭,미니,94
202601,model,4572,미니 컨트리맨 일렉트릭,미니,2
202601,model,4640,미니 에이스맨,미니,100
202601,model,4613,포르쉐 마칸 일렉트릭,포르쉐,38
202601,model,4619,포르쉐 타이칸,포르쉐,218
202601,model,4005,폭스바겐 ID.4,폭스바겐,10
202601,model,4121,폭스바겐 ID.5,폭스바겐,0
202601,model,3687,테슬라 모델Y,테슬라,0
202601,model,4087,아이오닉6,현대,0
202601,model,4015,GV60,제네시스,0
202601,model,4046,BMW i4,BMW,0
202601,model,3983,BMW iX3,BMW,0
202601,model,4009,BMW iX,BMW,0
202601,model,4039,아우디 e-tron GT,아우디,0
202601,model,3667,아우디 e-tron,아우디,0
202601,model,4468,폴스타 2,폴스타,0
202601,model,4632,르노 세닉 E-Tech,르노,207
202601,model,4731,볼보 EX40,볼보,0
202601,model,4400,현대 카운티 일렉트릭,현대,4
202601,model,4048,벤츠 EQS,벤츠,0
202601,model,4634,벤츠 EQS,벤츠,0
202601,model,4511,벤츠 마이바흐 EQS SUV,벤츠,5
202601,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,6
202601,model,4433,롤스로이스 스펙터,롤스로이스,1
202602,model,4647,EV3,기아,3469
202602,model,4712,EV4,기아,1874
202602,model,4499,EV5,기아,2524
202602,model,4641,EV6,기아,1000
202602,model,4128,EV9,기아,113
202602,model,4714,PV5,기아,3967
202602,model,4691,레이 EV,기아,880
202602,model,4404,봉고3 EV,기아,654
202602,model,4624,아이오닉5,현대,3222
202602,model,4558,아이오닉5 N,현대,5
202602,model,4746,아이오닉6,현대,1571
202602,model,4088,아이오닉9,현대,1751
202602,model,4653,캐스퍼 일렉트릭,현대,472
202602,model,4399,포터2 일렉트릭,현대,1671
202602,model,4510,코나 일렉트릭,현대,694
202602,model,4770,스타리아 일렉트릭,현대,0
202602,model,4660,Electrified G80,제네시스,127
202602,model,4705,Electrified GV70,제네시스,116
202602,model,4701,GV60,제네시스,100
202602,model,4761,GV60 MAGMA,제네시스,22
202602,model,4667,테슬라 모델Y,테슬라,7015
202602,model,4610,테슬라 모델3,테슬라,827
202602,model,4027,테슬라 모델X,테슬라,16
202602,model,4043,테슬라 모델S,테슬라,5
202602,model,3825,테슬라 사이버트럭,테슬라,5
202602,model,4704,BYD 돌핀,BYD,75
202602,model,4706,BYD 씨라이언7,BYD,621
202602,model,4702,BYD 아토3,BYD,119
202602,model,4703,BYD 씰,BYD,142
202602,model,4446,볼보 EX30,볼보,44
202602,model,4750,볼보 EX30 CC,볼보,35
202602,model,4513,폴스타 4,폴스타,241
202602,model,4062,아우디 Q4 e-tron,아우디,115
202602,model,4690,아우디 Q6 e-tron,아우디,9
202602,model,4142,아우디 A6 e-tron,아우디,10
202602,model,4436,아우디 Q8 e-tron,아우디,0
202602,model,4759,아우디 e-tron GT,아우디,1
202602,model,4528,BMW i5,BMW,300
202602,model,4639,BMW i4,BMW,72
202602,model,4181,BMW i7,BMW,64
202602,model,4708,BMW iX,BMW,111
202602,model,4372,BMW iX1,BMW,43
202602,model,4582,BMW iX2,BMW,33
202602,model,4751,BMW iX3,BMW,0
202602,model,4569,벤츠 EQB,벤츠,100
202602,model,4430,벤츠 EQE SUV,벤츠,8
202602,model,4111,벤츠 EQE,벤츠,10
202602,model,4381,벤츠 EQS SUV,벤츠,5
202602,model,4568,벤츠 EQA,벤츠,54
202602,model,4638,벤츠 EQG(G-Class EV),벤츠,3
202602,model,4571,미니 일렉트릭,미니,65
202602,model,4572,미니 컨트리맨 일렉트릭,미니,6
202602,model,4640,미니 에이스맨,미니,80
202602,model,4613,포르쉐 마칸 일렉트릭,포르쉐,50
202602,model,4619,포르쉐 타이칸,포르쉐,161
202602,model,4005,폭스바겐 ID.4,폭스바겐,353
202602,model,4121,폭스바겐 ID.5,폭스바겐,0
202602,model,3687,테슬라 모델Y,테슬라,0
202602,model,4087,아이오닉6,현대,0
202602,model,4015,GV60,제네시스,0
202602,model,4046,BMW i4,BMW,0
202602,model,3983,BMW iX3,BMW,0
202602,model,4009,BMW iX,BMW,0
202602,model,4039,아우디 e-tron GT,아우디,0
202602,model,3667,아우디 e-tron,아우디,0
202602,model,4468,폴스타 2,폴스타,2
202602,model,4632,르노 세닉 E-Tech,르노,150
202602,model,4731,볼보 EX40,볼보,0
202602,model,4400,현대 카운티 일렉트릭,현대,5
202602,model,4048,벤츠 EQS,벤츠,0
202602,model,4634,벤츠 EQS,벤츠,0
202602,model,4511,벤츠 마이바흐 EQS SUV,벤츠,12
202602,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,4
202602,model,4433,롤스로이스 스펙터,롤스로이스,2
202603,model,4647,EV3,기아,4468
202603,model,4712,EV4,기아,1809
202603,model,4499,EV5,기아,3513
202603,model,4641,EV6,기아,1296
202603,model,4128,EV9,기아,351
202603,model,4714,PV5,기아,3093
202603,model,4691,레이 EV,기아,1202
202603,model,4404,봉고3 EV,기아,452
202603,model,4624,아이오닉5,현대,2382
202603,model,4558,아이오닉5 N,현대,28
202603,model,4746,아이오닉6,현대,862
202603,model,4088,아이오닉9,현대,1239
202603,model,4653,캐스퍼 일렉트릭,현대,1201
202603,model,4399,포터2 일렉트릭,현대,1139
202603,model,4510,코나 일렉트릭,현대,463
202603,model,4770,스타리아 일렉트릭,현대,0
202603,model,4660,Electrified G80,제네시스,107
202603,model,4705,Electrified GV70,제네시스,145
202603,model,4701,GV60,제네시스,88
202603,model,4761,GV60 MAGMA,제네시스,12
202603,model,4667,테슬라 모델Y,테슬라,6749
202603,model,4610,테슬라 모델3,테슬라,3702
202603,model,4027,테슬라 모델X,테슬라,458
202603,model,4043,테슬라 모델S,테슬라,220
202603,model,3825,테슬라 사이버트럭,테슬라,1
202603,model,4704,BYD 돌핀,BYD,652
202603,model,4706,BYD 씨라이언7,BYD,807
202603,model,4702,BYD 아토3,BYD,31
202603,model,4703,BYD 씰,BYD,174
202603,model,4446,볼보 EX30,볼보,179
202603,model,4750,볼보 EX30 CC,볼보,114
202603,model,4513,폴스타 4,폴스타,684
202603,model,4062,아우디 Q4 e-tron,아우디,462
202603,model,4690,아우디 Q6 e-tron,아우디,2
202603,model,4142,아우디 A6 e-tron,아우디,13
202603,model,4436,아우디 Q8 e-tron,아우디,0
202603,model,4759,아우디 e-tron GT,아우디,1
202603,model,4528,BMW i5,BMW,355
202603,model,4639,BMW i4,BMW,82
202603,model,4181,BMW i7,BMW,69
202603,model,4708,BMW iX,BMW,118
202603,model,4372,BMW iX1,BMW,71
202603,model,4582,BMW iX2,BMW,69
202603,model,4751,BMW iX3,BMW,1
202603,model,4569,벤츠 EQB,벤츠,150
202603,model,4430,벤츠 EQE SUV,벤츠,29
202603,model,4111,벤츠 EQE,벤츠,9
202603,model,4381,벤츠 EQS SUV,벤츠,7
202603,model,4568,벤츠 EQA,벤츠,63
202603,model,4638,벤츠 EQG(G-Class EV),벤츠,1
202603,model,4571,미니 일렉트릭,미니,151
202603,model,4572,미니 컨트리맨 일렉트릭,미니,12
202603,model,4640,미니 에이스맨,미니,106
202603,model,4613,포르쉐 마칸 일렉트릭,포르쉐,121
202603,model,4619,포르쉐 타이칸,포르쉐,340
202603,model,4005,폭스바겐 ID.4,폭스바겐,234
202603,model,4121,폭스바겐 ID.5,폭스바겐,0
202603,model,3687,테슬라 모델Y,테슬라,0
202603,model,4087,아이오닉6,현대,0
202603,model,4015,GV60,제네시스,0
202603,model,4046,BMW i4,BMW,2
202603,model,3983,BMW iX3,BMW,0
202603,model,4009,BMW iX,BMW,0
202603,model,4039,아우디 e-tron GT,아우디,0
202603,model,3667,아우디 e-tron,아우디,0
202603,model,4468,폴스타 2,폴스타,0
202603,model,4632,르노 세닉 E-Tech,르노,1
202603,model,4731,볼보 EX40,볼보,0
202603,model,4400,현대 카운티 일렉트릭,현대,21
202603,model,4048,벤츠 EQS,벤츠,0
202603,model,4634,벤츠 EQS,벤츠,0
202603,model,4511,벤츠 마이바흐 EQS SUV,벤츠,7
202603,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,2
202603,model,4433,롤스로이스 스펙터,롤스로이스,0
202604,model,4647,EV3,기아,3898
202604,model,4712,EV4,기아,1432
202604,model,4499,EV5,기아,3308
202604,model,4641,EV6,기아,1062
202604,model,4128,EV9,기아,393
202604,model,4714,PV5,기아,2262
202604,model,4691,레이 EV,기아,1241
202604,model,4404,봉고3 EV,기아,339
202604,model,4624,아이오닉5,현대,1668
202604,model,4558,아이오닉5 N,현대,6
202604,model,4746,아이오닉6,현대,475
202604,model,4088,아이오닉9,현대,1225
202604,model,4653,캐스퍼 일렉트릭,현대,638
202604,model,4399,포터2 일렉트릭,현대,765
202604,model,4510,코나 일렉트릭,현대,419
202604,model,4770,스타리아 일렉트릭,현대,0
202604,model,4660,Electrified G80,제네시스,150
202604,model,4705,Electrified GV70,제네시스,157
202604,model,4701,GV60,제네시스,94
202604,model,4761,GV60 MAGMA,제네시스,19
202604,model,4667,테슬라 모델Y,테슬라,10086
202604,model,4610,테슬라 모델3,테슬라,2596
202604,model,4027,테슬라 모델X,테슬라,427
202604,model,4043,테슬라 모델S,테슬라,76
202604,model,3825,테슬라 사이버트럭,테슬라,5
202604,model,4704,BYD 돌핀,BYD,800
202604,model,4706,BYD 씨라이언7,BYD,621
202604,model,4702,BYD 아토3,BYD,395
202604,model,4703,BYD 씰,BYD,207
202604,model,4446,볼보 EX30,볼보,145
202604,model,4750,볼보 EX30 CC,볼보,101
202604,model,4513,폴스타 4,폴스타,675
202604,model,4062,아우디 Q4 e-tron,아우디,368
202604,model,4690,아우디 Q6 e-tron,아우디,1
202604,model,4142,아우디 A6 e-tron,아우디,9
202604,model,4436,아우디 Q8 e-tron,아우디,0
202604,model,4759,아우디 e-tron GT,아우디,1
202604,model,4528,BMW i5,BMW,319
202604,model,4639,BMW i4,BMW,73
202604,model,4181,BMW i7,BMW,89
202604,model,4708,BMW iX,BMW,112
202604,model,4372,BMW iX1,BMW,136
202604,model,4582,BMW iX2,BMW,85
202604,model,4751,BMW iX3,BMW,0
202604,model,4569,벤츠 EQB,벤츠,133
202604,model,4430,벤츠 EQE SUV,벤츠,119
202604,model,4111,벤츠 EQE,벤츠,31
202604,model,4381,벤츠 EQS SUV,벤츠,12
202604,model,4568,벤츠 EQA,벤츠,18
202604,model,4638,벤츠 EQG(G-Class EV),벤츠,3
202604,model,4571,미니 일렉트릭,미니,94
202604,model,4572,미니 컨트리맨 일렉트릭,미니,27
202604,model,4640,미니 에이스맨,미니,72
202604,model,4613,포르쉐 마칸 일렉트릭,포르쉐,122
202604,model,4619,포르쉐 타이칸,포르쉐,155
202604,model,4005,폭스바겐 ID.4,폭스바겐,196
202604,model,4121,폭스바겐 ID.5,폭스바겐,0
202604,model,3687,테슬라 모델Y,테슬라,0
202604,model,4087,아이오닉6,현대,0
202604,model,4015,GV60,제네시스,0
202604,model,4046,BMW i4,BMW,0
202604,model,3983,BMW iX3,BMW,0
202604,model,4009,BMW iX,BMW,0
202604,model,4039,아우디 e-tron GT,아우디,0
202604,model,3667,아우디 e-tron,아우디,0
202604,model,4468,폴스타 2,폴스타,0
202604,model,4632,르노 세닉 E-Tech,르노,0
202604,model,4731,볼보 EX40,볼보,0
202604,model,4400,현대 카운티 일렉트릭,현대,27
202604,model,4048,벤츠 EQS,벤츠,1
202604,model,4634,벤츠 EQS,벤츠,1
202604,model,4511,벤츠 마이바흐 EQS SUV,벤츠,4
202604,model,4565,캐딜락 에스컬레이드 IQ,캐딜락,1
202604,model,4433,롤스로이스 스펙터,롤스로이스,1
202605,model,4647,EV3,기아,3021
